recipient_id,recipient_name,recipient_email,campaign_id,campaign_name,campaign_type,send_date,opened_date,clicked_date,bounced,transaction_id,transaction_date,transaction_amount
100200,Dakota Svensson,dakota.svensson+100200@example.com,2,You almost completed your order,abandoned cart,2026-05-01,2026-05-04,,False,,,
100201,Emerson Nilsson,emerson.nilsson+100201@example.com,2,You almost completed your order,abandoned cart,2026-05-27,,,False,500201.0,2026-08-07,27.11
100202,Jordan Andersson,jordan.andersson+100202@example.com,1,Welcome to the club,welcome,2025-02-05,,,False,500202.0,2025-03-03,96.69
100203,Emerson Wilson,emerson.wilson+100203@example.com,5,Our monthly newsletter,newsletter,2026-05-12,,,True,,,
100204,Dakota Hansen,dakota.hansen+100204@example.com,3,Offers tailored just for you,promo,2026-01-11,,,False,500204.0,2026-03-10,20.68
100205,Taylor Berg,taylor.berg+100205@example.com,2,You almost completed your order,abandoned cart,2025-12-08,2025-12-10,,False,500205.0,2026-01-17,61.73
100206,Robin Brown,robin.brown+100206example.com,2,You almost completed your order,abandoned cart,2026-08-14,2026-08-16,2026-08-16,False,500206.0,2026-09-14,149.12
100207,Casey Larsson,casey.larsson+100207@example.com,1,Welcome to the club,welcome,2025-08-14,,,False,500207.0,2025-09-03,25.92
100208,Sam Müller,sam.müller+100208@example.com,2,You almost completed your order,abandoned cart,2026-08-16,,,False,500208.0,2026-09-24,32.74
100209,Reese Andersson,reese.andersson+100209@example.com,1,Welcome to the club,welcome,2025-11-02,,,False,500209.0,2025-12-17,47.22
100210,Jordan Berg,jordan.berg+100210@example.com,3,Offers tailored just for you,promo,2026-01-20,,,False,,,
100211,Drew Lewis,drew.lewis+100211@example.com,1,Welcome to the club,welcome,2026-10-21,2026-10-22,,False,,,
100212,Robin Berg,robin.berg+100212@example.com,4,Thanks for choosing us,transactional,2025-02-09,,2025-02-09,False,500212.0,2025-04-20,33.89
100213,Cameron Larsson,cameron.larsson+100213@example.com,2,You almost completed your order,abandoned cart,2025-03-17,,,False,500213.0,2025-05-02,19.05
100214,Casey Eriksson,casey.eriksson+100214@example.com,5,Our monthly newsletter,newsletter,2026-01-31,2026-01-31,2026-02-01,False,500092.0,,
100215,Charlie Martin,charlie.martin+100215@example.com,2,You almost completed your order,abandoned cart,2026-04-16,2026-04-18,2026-04-20,False,,,
100216,Drew Müller,drew.müller+100216@example.com,5,Our monthly newsletter,newsletter,2026-10-06,2026-10-08,,False,500216.0,2026-11-17,46.42
100217,Morgan Wilson,morgan.wilson+100217@example.com,5,Our monthly newsletter,newsletter,2025-08-27,,,False,,,
100218,Alex Taylor,alex.taylor+100218@example.com,3,Offers tailored just for you,promo,2026-05-25,,,False,500218.0,2026-05-31,24.92
100219,Emerson Taylor,emerson.taylor+100219@example.com,2,You almost completed your order,abandoned cart,2026-02-12,2026-02-14,2026-02-16,False,500219.0,2026-04-26,58.0
100220,Morgan Eriksson,morgan.eriksson+100220@example.com,1,Welcome to the club,welcome,2025-12-09,2025-12-10,,False,,,
100221,Reese Berg,reese.berg+100221@example.com,2,You almost completed your order,abandoned cart,2026-02-07,2026-02-10,,False,500221.0,2026-03-01,26.96
100222,Parker Lewis,parker.lewis+100222@example.com,3,Offers tailored just for you,promo,2026-03-01,,,False,,,
100223,Cameron Taylor,cameron.taylor+100223@example.com,2,You almost completed your order,abandoned cart,2025-07-11,2025-07-13,,False,,,
100224,Reese Müller,reese.müller+100224@example.com,4,Thanks for choosing us,transactional,2025-09-28,,,False,,,
100225,Drew Larsson,drew.larsson+100225@example.com,5,Our monthly newsletter,newsletter,2026-06-10,,,False,500225.0,2026-07-24,104.84
100226,Casey Hansen,casey.hansen+100226@example.com,1,Welcome to the club,welcome,2025-08-12,2025-08-14,,False,,,
100227,Riley Eriksson,riley.eriksson+100227@example.com,5,Our monthly newsletter,other,2025-07-30,2025-07-31,2025-08-02,False,500227.0,2025-08-05,29.06
100228,Charlie Lindberg,charlie.lindberg+100228@example.com,2,You almost completed your order,abandoned cart,2025-02-10,2025-02-13,2025-02-13,False,500228.0,2025-04-21,37.44
100229,Jamie Wilson,jamie.wilson+100229@example.com,4,Thanks for choosing us,transactional,2026-01-06,,,False,500229.0,2026-02-11,69.93
100230,Jordan Johansson,jordan.johansson+100230@example.com,5,Our monthly newsletter,newsletter,2025-06-30,,,False,,,
100231,Jamie Wilson,jamie.wilson+100231@example.com,2,You almost completed your order,abandoned cart,2026-12-27,,,False,500231.0,2027-02-28,22.71
100232,Jamie Hansen,jamie.hansen+100232@example.com,1,Welcome to the club,welcome,2025-01-08,2025-01-10,2025-01-11,False,500232.0,2025-03-12,50.66
100233,Casey Clark,casey.clark+100233@example.com,4,Thanks for choosing us,transactional,2025-07-31,2025-08-01,,False,,,
100234,Jamie Andersson,jamie.andersson+100234@example.com,3,Offers tailored just for you,promo,2026-09-07,2026-09-08,2026-09-10,False,,,
100235,Blake Clark,blake.clark+100235@example.com,3,Offers tailored just for you,promo,2025-03-09,2025-03-10,,False,,,
100236,Alex Svensson,alex.svensson+100236@example.com,4,Thanks for choosing us,transactional,2025-07-02,2025-07-04,2025-07-06,False,500236.0,2025-09-23,91.74
100237,Robin Lindberg,robin.lindberg+100237@example.com,1,Welcome to the club,welcome,2026-06-03,2026-06-05,,False,,,
100238,Drew Larsson,drew.larsson+100238@example.com,3,Offers tailored just for you,promo,2025-10-13,2025-10-14,,False,500238.0,2025-12-29,18.47
100239,Robin Wilson,robin.wilson+100239@example.com,5,Our monthly newsletter,newsletter,2026-12-10,2026-12-12,,False,,,
100240,Finley Johansson,finley.johansson+100240@example.com,5,Our monthly newsletter,newsletter,2025-12-13,2025-12-14,2025-12-16,False,,,
100241,Riley Lewis,riley.lewis+100241@example.com,2,You almost completed your order,abandoned cart,2025-05-08,2025-05-09,,False,,,
100242,Reese Johansson,reese.johansson+100242@example.com,5,Our monthly newsletter,newsletter,2025-12-13,2025-12-15,,False,500242.0,2026-02-22,49.48
100243,Parker Hansen,parker.hansen+100243@example.com,1,Welcome to the club,welcome,2025-11-04,2025-11-05,,False,500243.0,2025-12-18,51.57
100244,Taylor Lewis,taylor.lewis+100244@example.com,1,Welcome to the club,welcome,2026-12-27,,,False,500244.0,2027-02-01,68.72
100245,Blake Karlsson,blake.karlsson+100245@example.com,2,You almost completed your order,abandoned cart,2026-08-18,,,False,910245.0,2026-08-18,49.99sek
100246,Robin Brown,robin.brown+100246@example.com,4,Thanks for choosing us,transactional,2026-11-07,2026-11-07,,False,,,
100247,Dakota Nilsson,dakota.nilsson+100247@example.com,3,Offers tailored just for you,promo,2025-04-03,2025-04-03,,False,500247.0,2025-04-03,22.64
100248,Alex Hansen,alex.hansen+100248@example.com,4,Thanks for choosing us,transactional,2026-06-08,2026-06-10,,False,500248.0,2026-07-22,21.62
100249,Casey Svensson,casey.svensson+100249@example.com,2,You almost completed your order,abandoned cart,2026-12-30,,,False,500249.0,2027-03-24,59.56
100250,Blake Andersson,blake.andersson+100250@example.com,2,You almost completed your order,abandoned cart,2025-06-10,2025-06-12,,False,,,
100251,Jordan Lindberg,jordan.lindberg+100251@example.com,1,Welcome to the club,welcome,2025-11-09,2025-11-09,2025-11-10,False,500251.0,2026-01-21,52.63
100252,Sam Müller,sam.müller+100252@example.com,2,You almost completed your order,sale,2025-08-23,,,False,500252.0,2025-10-14,51.3
100253,Drew Svensson,drew.svensson+100253@example.com,1,Welcome to the club,welcome,2026-03-09,,,False,500041.0,,
100254,Blake Lewis,blake.lewis+100254@example.com,4,Thanks for choosing us,transactional,2025-02-06,,,False,,,
100255,Charlie Müller,charlie.müller+100255@example.com,4,Thanks for choosing us,transactional,2025-11-14,2025-11-16,2025-11-17,False,500255.0,2026-02-12,54.08
100256,Casey Martin,casey.martin+100256@example.com,1,Welcome to the club,welcome,2026-03-13,2026-03-14,,False,500256.0,2026-04-24,30.75
100257,Taylor Martin,taylor.martin+100257@example.com,3,Offers tailored just for you,promo,2025-03-13,,,False,500257.0,2025-04-30,50.79
100258,Finley Berg,finley.berg+100258@example.com,1,Welcome to the club,welcome,2025-05-27,2025-05-28,,False,920258.0,2025-05-14,
100259,Sam Hansen,sam.hansen+100259@example.com,1,Welcome to the club,welcome,2025-06-14,,,False,500259.0,2025-08-14,52.52
100260,Avery Eriksson,avery.eriksson+100260@example.com,4,Thanks for choosing us,transactional,2026-12-12,2026-12-14,,False,500260.0,2027-01-26,30.18
100261,Drew Svensson,drew.svensson+100261@example.com,3,Offers tailored just for you,promo,2026-02-03,2026-02-05,,False,500261.0,2026-03-01,124.73
100262,Robin Müller,robin.müller+100262@example.com,4,Thanks for choosing us,transactional,2025-02-05,2025-02-05,2025-02-05,False,,,
100263,Emerson Wilson,emerson.wilson+100263@example.com,3,Offers tailored just for you,promo,2025-04-29,2025-04-30,,False,,,
100264,Sam Svensson,sam.svensson+100264@example.com,4,Thanks for choosing us,transactional,2026-07-17,2026-07-17,,False,500264.0,2026-08-03,58.01
100265,Dakota Taylor,dakota.taylor+100265@example.com,2,You almost completed your order,abandoned cart,2026-12-14,,,False,,,
100266,Charlie Berg,charlie.berg+100266@example.com,1,Welcome to the club,welcome,2026-09-28,,,False,500266.0,2026-12-17,23.21
100267,Avery Johansson,avery.johansson+100267@example.com,2,You almost completed your order,abandoned cart,2025-01-08,2025-01-08,,False,,,
100268,Finley Taylor,finley.taylor+100268@example.com,4,Thanks for choosing us,transactional,2025-01-13,,,True,500268.0,2025-01-14,64.14
100269,Alex Clark,alex.clark+100269@example.com,3,Offers tailored just for you,promo,2026-02-21,2026-02-23,,False,900269.0,2026-02-21,-25.00
100270,Morgan Larsson,morgan.larsson+100270@example.com,5,Our monthly newsletter,newsletter,2025-04-26,2025-04-28,,False,500270.0,2025-06-15,26.15
100271,Taylor Smith,taylor.smith+100271@example.com,4,Thanks for choosing us,transactional,2025-12-23,,,False,500271.0,2026-03-20,68.92
100272,Taylor Berg,taylor.berg+100272@example.com,1,Welcome to the club,welcome,2025-11-11,2025-11-12,,False,,,
100273,Taylor Taylor,taylor.taylor+100273@example.com,4,Thanks for choosing us,transactional,2026-05-16,2026-05-17,,False,,,
100274,Avery Eriksson,avery.eriksson+100274@example.com,5,Our monthly newsletter,newsletter,2026-01-05,,,False,,,
100275,Cameron Lewis,cameron.lewis+100275@example.com,5,Our monthly newsletter,newsletter,2026-05-27,,,True,,,
100276,Sam Andersson,sam.andersson+100276@example.com,2,You almost completed your order,abandoned cart,2026-04-01,,,False,,,
100277,Taylor Hansen,taylor.hansen+100277@example.com,2,You almost completed your order,abandoned cart,2026-03-15,,,False,500277.0,2026-05-23,84.54
100278,Sam Brown,sam.brown+100278@example.com,2,You almost completed your order,abandoned cart,2026-09-06,,,False,500278.0,2026-10-20,28.46
100279,Jordan Larsson,jordan.larsson+100279@example.com,4,Thanks for choosing us,transactional,2025-06-30,2025-07-02,,False,500279.0,2025-09-19,75.93
100280,Cameron Martin,cameron.martin+100280@example.com,4,Thanks for choosing us,transactional,2025-06-27,,,False,500280.0,2025-09-22,56.09
100281,Emerson Brown,emerson.brown+100281@example.com,1,Welcome to the club,welcome,2026-08-23,,,False,,,
100282,Taylor Svensson,taylor.svensson+100282@example.com,2,You almost completed your order,abandoned cart,2025-10-23,2025-10-25,2025-10-25,False,500282.0,2025-12-01,70.26
100283,Parker Smith,parker.smith+100283@example.com,3,Offers tailored just for you,other,2025-03-21,2025-03-23,,False,500283.0,2025-04-03,126.88
100284,Alex Johansson,alex.johansson+100284@example.com,3,Offers tailored just for you,promo,2026-03-07,2026-03-09,,False,500284.0,2026-04-28,39.06
100285,Quinn Johansson,quinn.johansson+100285@example.com,5,Our monthly newsletter,newsletter,2026-12-05,2026-12-08,2026-12-09,False,500285.0,2027-01-08,29.53
100286,Drew Svensson,drew.svensson+100286@example.com,4,Thanks for choosing us,transactional,2025-04-24,2025-04-26,2025-04-26,False,500286.0,2025-05-25,27.41
100287,Reese Eriksson,reese.eriksson+100287@example.com,4,Thanks for choosing us,transactional,2025-03-25,2025-03-27,2025-03-29,False,500287.0,2025-05-06,28.54
100288,Parker Müller,parker.müller+100288@example.com,4,Thanks for choosing us,transactional,2026-09-26,2026-09-27,2026-09-28,False,,,
100289,Riley Taylor,riley.taylor+100289@example.com,3,Offers tailored just for you,promo,2025-05-18,,,False,500289.0,2025-08-14,42.85
100290,Reese Lindberg,reese.lindberg+100290@example.com,3,Offers tailored just for you,promo,2025-10-20,,,False,500290.0,2025-12-31,53.93
100291,Riley Lewis,riley.lewis+100291@example.com,2,You almost completed your order,abandoned cart,2026-06-14,2026-06-17,,False,500291.0,2026-05-28,52.05
100292,Taylor Wilson,taylor.wilson+100292@example.com,4,Thanks for choosing us,transactional,2025-04-19,2025-04-19,,False,,,
100293,Taylor Martin,taylor.martin+100293@example.com,5,Our monthly newsletter,newsletter,2026-01-08,2026-01-10,,False,,,
100294,Robin Lewis,robin.lewis+100294@example.com,5,Our monthly newsletter,newsletter,2026-05-11,2026-05-13,,False,500092.0,2026-08-01,70.45
100295,Finley Berg,finley.berg+100295@example.com,5,Our monthly newsletter,newsletter,2026-05-17,2026-05-18,,False,500295.0,2026-05-18,45.02
100296,Morgan Svensson,morgan.svensson+100296@example.com,2,You almost completed your order,abandoned cart,2026-02-01,2026-02-02,,False,500296.0,2026-04-28,99.43
100297,Emerson Clark,emerson.clark+100297@example.com,2,You almost completed your order,abandoned cart,2025-09-25,2025-09-27,,False,,,
100298,Morgan Nilsson,morgan.nilsson+100298@example.com,3,Offers tailored just for you,promo,2025-08-31,,,False,500298.0,2025-10-14,38.65
100299,Reese Larsson,reese.larsson+100299@example.com,4,Thanks for choosing us,transactional,2026-07-15,2026-07-17,2026-07-17,False,500299.0,2026-08-27,199.56
